time,power_5m,power_10m,power_15m
501.19998,0.0022090771,0.0034164598,0.0020264077
501.4,0.0022222283,0.0033176527,0.001782075
501.6,0.0025252814,0.0028525493,0.0014013994
501.8,0.0030197597,0.0022123258,0.0009727266
502,0.0035828776,0.0016016578,0.0005774958
502.19998,0.0040889503,0.0011308603,0.00031696892
502.39996,0.004403007,0.00086062896,0.00028811346
502.59998,0.004433485,0.00085978996,0.00050923415
502.8,0.0041848803,0.0011691912,0.00089987076
503,0.0037191596,0.0017374307,0.001338438
503.2,0.0031045794,0.0024260574,0.0017105716
503.4,0.0024542348,0.0030613467,0.0019180982
503.6,0.001956177,0.0034796938,0.0019003497
503.8,0.0017819452,0.003578256,0.0016730462
503.99997,0.0019672022,0.003359114,0.0013249898
504.19998,0.0024193889,0.0029041588,0.00095917087
504.4,0.003022891,0.002307106,0.0006429035
504.59998,0.0036755854,0.0016659347,0.0004115099
504.8,0.004238406,0.0011293212,0.00030017082
505,0.0045366334,0.00087328267,0.00035451615
505.2,0.0044545364,0.0009846992,0.0005955909
505.39996,0.004014641,0.0014052467,0.000970329
505.59998,0.0033605646,0.0020142854,0.001356996
505.8,0.002678497,0.0027099568,0.0016387046
506,0.0021271177,0.0033766457,0.0017600443
506.19998,0.0018122683,0.0038309267,0.0017093683
506.4,0.0018010113,0.003883572,0.0014867531
506.6,0.0021257799,0.0034854664,0.0011268577
506.8,0.0027388742,0.0027830186,0.00073153805
507,0.003469522,0.0020116968,0.00042972303
507.19998,0.0040781414,0.0013630304,0.000298895
507.39996,0.004391996,0.0009565371,0.00034767302
507.59998,0.004380076,0.0008772763,0.0005539453
507.8,0.0040973225,0.0011640827,0.0008781713
508,0.003614243,0.0017401458,0.0012470968
508.2,0.0030268962,0.002407608,0.0015655034
508.4,0.0024769932,0.0029688645,0.0017511176
508.6,0.002105046,0.0033376855,0.0017443291
508.8,0.001980231,0.0035059324,0.0015158006
508.99997,0.002090875,0.0034489413,0.001115205
509.19998,0.0023913884,0.0031233653,0.0006917091
509.4,0.002833195,0.0025549852,0.00040043006
509.59998,0.0033482187,0.0018823061,0.0002936245
509.8,0.003821914,0.0012963752,0.00034021382
510,0.0041089244,0.00096004974,0.0005121501
510.2,0.004103053,0.000968587,0.00079605344
510.39996,0.0038061198,0.0013255866,0.0011343422
510.59998,0.0033193517,0.0019351726,0.0014190989
510.8,0.002770619,0.002646287,0.0015717119
511,0.0022767135,0.0033090808,0.0015855543
511.19998,0.0019615993,0.0037776844,0.0014768844
511.4,0.0019372387,0.0039047352,0.0012441201
511.6,0.0022238195,0.00361171,0.0009054149
511.8,0.002714196,0.002977164,0.0005489822
511.99997,0.0032468564,0.002206077,0.00030703464
512.19995,0.003696118,0.0015053785,0.0002789822
512.39996,0.003981159,0.0010213318,0.00048696453
512.6,0.0040403716,0.00085988647,0.0008729683
512.8,0.0038459678,0.0010818797,0.0013126263
513,0.0034318015,0.0016499369,0.0016615292
513.2,0.0028929485,0.002413314,0.0018290957
513.4,0.0023728937,0.0031618967,0.0018086543
513.6,0.0020356295,0.0036937145,0.0016356132
513.8,0.0019910908,0.0038722171,0.0013427972
514,0.0022181966,0.0036744932,0.0009721606
514.19995,0.0025924447,0.0031845442,0.0006064603
514.39996,0.0030035954,0.002522173,0.00035239913
514.6,0.0034065582,0.001802031,0.0002863547
514.8,0.0037553094,0.0011719582,0.00042848094
515,0.003957095,0.00083010085,0.00074840744
515.2,0.0039277733,0.0009199017,0.001159338
515.39996,0.0036627362,0.001405769,0.0015197024
